BusinessEntityID,RateChangeDate,Rate,PayFrequency,ModifiedDate
1,2009-01-14 00:00:00.0000000,125.5000,2,2014-06-30 00:00:00.0000000
2,2008-01-31 00:00:00.0000000,63.4615,2,2014-06-30 00:00:00.0000000
3,2007-11-11 00:00:00.0000000,43.2692,2,2014-06-30 00:00:00.0000000
4,2007-12-05 00:00:00.0000000,8.6200,2,2007-11-21 00:00:00.0000000
4,2010-05-31 00:00:00.0000000,23.7200,2,2010-05-16 00:00:00.0000000
4,2011-12-15 00:00:00.0000000,29.8462,2,2011-12-01 00:00:00.0000000
5,2008-01-06 00:00:00.0000000,32.6923,2,2014-06-30 00:00:00.0000000
6,2008-01-24 00:00:00.0000000,32.6923,2,2014-06-30 00:00:00.0000000
7,2009-02-08 00:00:00.0000000,50.4808,2,2014-06-30 00:00:00.0000000
8,2008-12-29 00:00:00.0000000,40.8654,2,2014-06-30 00:00:00.0000000
9,2009-01-16 00:00:00.0000000,40.8654,2,2014-06-30 00:00:00.0000000
10,2009-05-03 00:00:00.0000000,42.4808,2,2014-06-30 00:00:00.0000000
11,2010-12-05 00:00:00.0000000,28.8462,2,2014-06-30 00:00:00.0000000
12,2007-12-11 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
13,2010-12-23 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
14,2010-12-30 00:00:00.0000000,36.0577,2,2014-06-30 00:00:00.0000000
15,2011-01-18 00:00:00.0000000,32.6923,2,2014-06-30 00:00:00.0000000
16,2007-12-20 00:00:00.0000000,24.0000,2,2007-12-06 00:00:00.0000000
16,2009-07-15 00:00:00.0000000,28.7500,2,2009-07-01 00:00:00.0000000
16,2012-04-30 00:00:00.0000000,37.5000,2,2012-04-16 00:00:00.0000000
17,2007-01-26 00:00:00.0000000,13.4615,2,2014-06-30 00:00:00.0000000
18,2011-02-07 00:00:00.0000000,14.4231,2,2014-06-30 00:00:00.0000000
19,2011-02-14 00:00:00.0000000,13.4615,2,2014-06-30 00:00:00.0000000
20,2011-01-07 00:00:00.0000000,13.4615,2,2014-06-30 00:00:00.0000000
21,2009-03-02 00:00:00.0000000,14.4231,2,2014-06-30 00:00:00.0000000
22,2008-12-12 00:00:00.0000000,14.4231,2,2014-06-30 00:00:00.0000000
23,2009-01-12 00:00:00.0000000,14.4231,2,2014-06-30 00:00:00.0000000
24,2009-01-18 00:00:00.0000000,14.4231,2,2014-06-30 00:00:00.0000000
25,2009-02-03 00:00:00.0000000,84.1346,2,2014-06-30 00:00:00.0000000
26,2008-12-01 00:00:00.0000000,24.5192,2,2014-06-30 00:00:00.0000000
27,2008-02-27 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
28,2006-06-30 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
29,2009-01-23 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
30,2009-01-29 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
31,2009-01-04 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
32,2008-12-29 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
33,2008-12-17 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
34,2009-02-16 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
35,2009-02-08 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
36,2009-02-10 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
37,2009-03-07 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
38,2010-01-16 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
39,2010-02-05 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
40,2007-12-26 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
41,2009-01-21 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
42,2008-12-27 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
43,2009-01-02 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
44,2008-12-08 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
45,2009-02-26 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
46,2009-02-08 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
47,2009-02-22 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
48,2008-01-06 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
49,2008-01-07 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
50,2008-02-02 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
51,2008-02-20 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
52,2008-03-10 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
53,2008-03-28 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
54,2010-01-01 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
55,2008-02-08 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
56,2009-02-05 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
57,2009-02-23 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
58,2008-12-05 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
59,2008-12-24 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
60,2009-01-11 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
61,2009-01-18 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
62,2008-03-17 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
63,2010-01-29 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
64,2010-02-23 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
65,2010-02-23 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
66,2009-12-22 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
67,2009-03-05 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
68,2009-12-03 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
69,2009-02-15 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
70,2008-12-15 00:00:00.0000000,12.4500,1,2014-06-30 00:00:00.0000000
71,2009-02-15 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
72,2008-12-01 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
73,2008-12-19 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
74,2009-01-07 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
75,2009-01-26 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
76,2009-02-12 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
77,2009-03-03 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
78,2008-12-15 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
79,2010-01-24 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
80,2010-01-17 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
81,2009-12-29 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
82,2010-03-03 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
83,2010-02-12 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
84,2010-02-05 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
85,2009-12-11 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
86,2009-01-05 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
87,2008-12-22 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
88,2009-12-18 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
89,2010-02-01 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
90,2010-02-20 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
91,2010-01-12 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
92,2010-03-10 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
93,2008-12-27 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
94,2008-12-12 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
95,2008-12-19 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
96,2009-03-02 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
97,2009-02-10 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
98,2009-02-11 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
99,2009-01-06 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
100,2009-01-12 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
101,2009-01-25 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
102,2008-12-03 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
103,2009-12-06 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
104,2009-12-25 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
105,2009-12-25 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
106,2010-02-27 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
107,2010-02-08 00:00:00.0000000,13.4500,1,2014-06-30 00:00:00.0000000
108,2008-12-08 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
109,2008-12-07 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
110,2008-12-14 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
111,2008-12-17 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
112,2009-01-01 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
113,2008-12-25 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
114,2009-01-13 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
115,2009-01-20 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
116,2009-01-31 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
117,2009-02-18 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
118,2009-02-13 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
119,2009-02-25 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
120,2009-03-04 00:00:00.0000000,11.0000,1,2014-06-30 00:00:00.0000000
121,2009-01-02 00:00:00.0000000,19.2308,2,2014-06-30 00:00:00.0000000
122,2008-12-07 00:00:00.0000000,9.0000,1,2014-06-30 00:00:00.0000000
123,2008-12-07 00:00:00.0000000,9.5000,2,2014-06-30 00:00:00.0000000
124,2008-12-26 00:00:00.0000000,9.0000,1,2014-06-30 00:00:00.0000000
125,2009-01-20 00:00:00.0000000,9.5000,2,2014-06-30 00:00:00.0000000
126,2009-02-26 00:00:00.0000000,9.0000,1,2014-06-30 00:00:00.0000000
127,2009-01-03 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
128,2008-12-04 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
129,2008-12-22 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
130,2009-02-13 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
131,2009-02-15 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
132,2009-02-22 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
133,2009-01-10 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
134,2009-01-14 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
135,2008-12-04 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
136,2009-12-11 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
137,2009-02-23 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
138,2009-02-04 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
139,2010-01-06 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
140,2010-01-22 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
141,2010-01-24 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
142,2010-03-04 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
143,2010-02-13 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
144,2009-01-17 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
145,2009-01-27 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
146,2008-12-07 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
147,2008-12-26 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
148,2009-01-14 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
149,2009-01-31 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
150,2009-02-26 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
151,2009-02-19 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
152,2009-02-01 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
153,2008-12-16 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
154,2008-12-23 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
155,2009-01-04 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
156,2009-01-11 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
157,2009-02-03 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
158,2009-03-07 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
159,2009-02-16 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
160,2009-01-21 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
161,2008-12-15 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
162,2009-01-03 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
163,2009-02-08 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
164,2009-03-06 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
165,2009-01-22 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
166,2009-02-21 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
167,2008-12-02 00:00:00.0000000,6.5000,1,2008-11-18 00:00:00.0000000
167,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
167,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
168,2008-12-07 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
169,2008-12-14 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
170,2008-12-21 00:00:00.0000000,6.5000,1,2008-12-07 00:00:00.0000000
170,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
170,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
171,2009-01-02 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
172,2009-01-16 00:00:00.0000000,6.5000,1,2009-01-02 00:00:00.0000000
172,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
172,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
173,2009-01-21 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
174,2009-01-27 00:00:00.0000000,6.7500,1,2009-01-13 00:00:00.0000000
174,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
174,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
175,2009-02-02 00:00:00.0000000,6.5000,1,2009-01-19 00:00:00.0000000
175,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
175,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
176,2009-02-14 00:00:00.0000000,6.5000,1,2009-01-31 00:00:00.0000000
176,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
176,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
177,2009-02-21 00:00:00.0000000,6.5000,1,2009-02-07 00:00:00.0000000
177,2011-12-01 00:00:00.0000000,7.2500,1,2011-11-17 00:00:00.0000000
177,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
178,2009-03-03 00:00:00.0000000,6.5000,1,2009-02-17 00:00:00.0000000
178,2011-12-01 00:00:00.0000000,7.0000,1,2011-11-17 00:00:00.0000000
178,2013-07-14 00:00:00.0000000,9.5000,1,2013-06-30 00:00:00.0000000
179,2009-03-05 00:00:00.0000000,9.5000,1,2014-06-30 00:00:00.0000000
180,2009-02-20 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
181,2008-12-09 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
182,2008-12-28 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
183,2009-01-22 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
184,2009-02-09 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
185,2009-02-28 00:00:00.0000000,14.0000,1,2014-06-30 00:00:00.0000000
186,2009-02-08 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
187,2008-12-09 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
188,2008-12-27 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
189,2009-01-15 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
190,2009-02-02 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
191,2009-02-26 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
192,2009-03-05 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
193,2008-12-06 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
194,2008-12-12 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
195,2008-12-17 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
196,2008-12-24 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
197,2008-12-31 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
198,2009-01-04 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
199,2009-01-12 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
200,2009-01-17 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
201,2009-01-29 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
202,2009-02-05 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
203,2009-02-24 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
204,2009-03-08 00:00:00.0000000,15.0000,1,2014-06-30 00:00:00.0000000
205,2009-02-26 00:00:00.0000000,25.0000,2,2014-06-30 00:00:00.0000000
206,2008-12-02 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
207,2008-12-02 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
208,2009-01-08 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
209,2009-01-27 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
210,2009-02-20 00:00:00.0000000,10.0000,1,2014-06-30 00:00:00.0000000
211,2009-02-28 00:00:00.0000000,28.8462,2,2014-06-30 00:00:00.0000000
212,2008-12-09 00:00:00.0000000,21.6346,2,2014-06-30 00:00:00.0000000
213,2010-02-23 00:00:00.0000000,10.5769,2,2014-06-30 00:00:00.0000000
214,2009-02-02 00:00:00.0000000,10.5769,2,2014-06-30 00:00:00.0000000
215,2009-01-15 00:00:00.0000000,10.5769,2,2014-06-30 00:00:00.0000000
216,2008-12-28 00:00:00.0000000,10.5769,2,2014-06-30 00:00:00.0000000
217,2009-01-04 00:00:00.0000000,17.7885,2,2014-06-30 00:00:00.0000000
218,2008-12-16 00:00:00.0000000,16.8269,2,2014-06-30 00:00:00.0000000
219,2009-01-22 00:00:00.0000000,10.2500,2,2014-06-30 00:00:00.0000000
220,2009-02-09 00:00:00.0000000,10.2500,2,2014-06-30 00:00:00.0000000
221,2009-03-06 00:00:00.0000000,16.8269,2,2014-06-30 00:00:00.0000000
222,2008-12-12 00:00:00.0000000,23.5577,2,2014-06-30 00:00:00.0000000
223,2009-01-26 00:00:00.0000000,16.0000,2,2014-06-30 00:00:00.0000000
224,2008-01-08 00:00:00.0000000,8.6200,2,2007-12-25 00:00:00.0000000
224,2011-08-31 00:00:00.0000000,13.5000,2,2011-08-17 00:00:00.0000000
224,2012-01-01 00:00:00.0000000,16.0000,2,2011-12-18 00:00:00.0000000
225,2009-02-13 00:00:00.0000000,16.0000,2,2014-06-30 00:00:00.0000000
226,2009-03-03 00:00:00.0000000,16.0000,2,2014-06-30 00:00:00.0000000
227,2009-12-02 00:00:00.0000000,24.0385,2,2014-06-30 00:00:00.0000000
228,2008-12-14 00:00:00.0000000,20.4327,2,2014-06-30 00:00:00.0000000
229,2010-02-16 00:00:00.0000000,9.2500,1,2014-06-30 00:00:00.0000000
230,2010-03-05 00:00:00.0000000,9.2500,1,2014-06-30 00:00:00.0000000
231,2010-03-07 00:00:00.0000000,9.2500,1,2014-06-30 00:00:00.0000000
232,2010-01-27 00:00:00.0000000,9.2500,1,2014-06-30 00:00:00.0000000
233,2009-12-21 00:00:00.0000000,9.7500,2,2014-06-30 00:00:00.0000000
234,2009-01-31 00:00:00.0000000,39.0600,2,2009-01-17 00:00:00.0000000
234,2011-11-14 00:00:00.0000000,48.5577,2,2011-10-31 00:00:00.0000000
234,2012-01-29 00:00:00.0000000,60.0962,2,2012-01-15 00:00:00.0000000
235,2008-12-06 00:00:00.0000000,27.1394,2,2014-06-30 00:00:00.0000000
236,2009-02-25 00:00:00.0000000,13.9423,2,2014-06-30 00:00:00.0000000
237,2009-02-06 00:00:00.0000000,13.9423,2,2014-06-30 00:00:00.0000000
238,2009-01-01 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
239,2008-12-25 00:00:00.0000000,16.5865,2,2014-06-30 00:00:00.0000000
240,2008-12-13 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
241,2009-01-30 00:00:00.0000000,34.7356,2,2014-06-30 00:00:00.0000000
242,2008-12-18 00:00:00.0000000,19.0000,2,2014-06-30 00:00:00.0000000
243,2009-01-06 00:00:00.0000000,19.0000,2,2014-06-30 00:00:00.0000000
244,2009-01-24 00:00:00.0000000,19.0000,2,2014-06-30 00:00:00.0000000
245,2009-02-18 00:00:00.0000000,26.4423,2,2014-06-30 00:00:00.0000000
246,2009-02-11 00:00:00.0000000,19.0000,2,2014-06-30 00:00:00.0000000
247,2009-03-01 00:00:00.0000000,19.0000,2,2014-06-30 00:00:00.0000000
248,2009-03-08 00:00:00.0000000,26.4423,2,2014-06-30 00:00:00.0000000
249,2008-12-25 00:00:00.0000000,43.2692,2,2014-06-30 00:00:00.0000000
250,2011-02-21 00:00:00.0000000,9.8600,2,2011-02-07 00:00:00.0000000
250,2011-07-30 00:00:00.0000000,22.5000,2,2011-07-16 00:00:00.0000000
250,2012-07-14 00:00:00.0000000,30.0000,2,2012-06-30 00:00:00.0000000
251,2009-02-10 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
252,2009-02-28 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
253,2009-12-17 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
254,2010-01-04 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
255,2010-01-11 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
256,2010-01-23 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
257,2010-01-27 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
258,2010-01-31 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
259,2010-03-09 00:00:00.0000000,18.2692,2,2014-06-30 00:00:00.0000000
260,2010-12-06 00:00:00.0000000,12.7500,2,2014-06-30 00:00:00.0000000
261,2010-12-25 00:00:00.0000000,12.7500,2,2014-06-30 00:00:00.0000000
262,2009-01-12 00:00:00.0000000,13.4615,2,2014-06-30 00:00:00.0000000
263,2008-12-11 00:00:00.0000000,50.4808,2,2014-06-30 00:00:00.0000000
264,2009-02-04 00:00:00.0000000,39.6635,2,2014-06-30 00:00:00.0000000
265,2008-12-04 00:00:00.0000000,32.4519,2,2014-06-30 00:00:00.0000000
266,2009-02-23 00:00:00.0000000,32.4519,2,2014-06-30 00:00:00.0000000
267,2009-02-16 00:00:00.0000000,27.4038,2,2014-06-30 00:00:00.0000000
268,2009-02-03 00:00:00.0000000,27.4038,2,2014-06-30 00:00:00.0000000
269,2009-01-11 00:00:00.0000000,27.4038,2,2014-06-30 00:00:00.0000000
270,2009-01-17 00:00:00.0000000,38.4615,2,2014-06-30 00:00:00.0000000
271,2009-01-22 00:00:00.0000000,38.4615,2,2014-06-30 00:00:00.0000000
272,2008-12-23 00:00:00.0000000,27.4038,2,2014-06-30 00:00:00.0000000
273,2011-02-15 00:00:00.0000000,72.1154,2,2014-06-30 00:00:00.0000000
274,2011-01-04 00:00:00.0000000,48.1010,2,2014-06-30 00:00:00.0000000
275,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
276,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
277,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
278,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
279,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
280,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
281,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
282,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
283,2011-05-31 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
284,2012-09-30 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
285,2013-03-14 00:00:00.0000000,48.1010,2,2014-06-30 00:00:00.0000000
286,2013-05-30 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
287,2012-04-16 00:00:00.0000000,48.1010,2,2014-06-30 00:00:00.0000000
288,2013-05-30 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
289,2012-05-30 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
290,2012-05-30 00:00:00.0000000,23.0769,2,2014-06-30 00:00:00.0000000
